file_name,id,url,action,title,sort_title,genre,orig_lang,orig_lang_title,pby_publication_date,author_string,author_ids,impressions_count,orig_publication_date,author_genders,translator_genders,intellectual_property,period,raw_creation_date,creation_date,publication_place,publisher,raw_publication_date,author_uris,translator_uris,source_edition
m40830.txt,40830,https://benyehuda.org/read/40830,Take&Parse,א. קובנר לר. בריינין,א. קובנר לר. בריינין,letters,he,,2023-04-08,אברהם אורי קובנר,[819],422,1946-10-09,['male'],[],public_domain,enlightenment,,,benyehuda.org,פרויקט בן-יהודה,"תש""ז ",https://wikidata.org/wiki/Q21101286,,תל אביב: מחברות לספרות
m34253.txt,34253,https://benyehuda.org/read/34253,Take&Parse,אגדת העולה לקראת האושר,אגדת העולה לקראת האושר,letters,he,,2022-12-31,משה כרמי ,[1278],309,1953-09-23,['male'],[],public_domain,revival,,,benyehuda.org,פרויקט בן-יהודה,"תשי""ד",https://wikidata.org/wiki/Q20502212,,תל אביב: עיינות
m10909.txt,10909,https://benyehuda.org/read/10909,,אגרות,אגרות,letters,pl,,2018-05-05,יאנוש קורצ'אק / דב סדן,"[393, 391]",1980,1961-09-24,['male'],['male'],by_permission,revival,,,benyehuda.org,פרויקט בן-יהודה,"תשכ""ב",,,
m27904.txt,27904,https://benyehuda.org/read/27904,Take&Parse,אגרות,אגרות,letters,he,,2021-07-08,משה מנדלסון,[351],1831,1794-07-01,['male'],[],public_domain,enlightenment,,,benyehuda.org,פרויקט בן-יהודה,"תקנ""ד 1794",https://wikidata.org/wiki/Q76997,,וינה
m28198.txt,28198,https://benyehuda.org/read/28198,Take&Parse,"אגרות  תרצ""ג",אגרות  תרצג,letters,he,,2021-08-04,חיים נחמן ביאליק,[89],1916,,['male'],[],public_domain,revival,,,benyehuda.org,פרויקט בן-יהודה,,https://wikidata.org/wiki/Q359705,, 
m30851.txt,30851,https://benyehuda.org/read/30851,Take&Parse,אגרות 1898,אגרות 1898,letters,he,,2021-12-25,אחד העם,[23],830,,['male'],[],public_domain,revival,,,benyehuda.org,פרויקט בן-יהודה,,https://wikidata.org/wiki/Q380425,, 
m30852.txt,30852,https://benyehuda.org/read/30852,Take&Parse,אגרות 1915,אגרות 1915,letters,he,,2021-12-25,אחד העם,[23],547,,['male'],[],public_domain,revival,,,benyehuda.org,פרויקט בן-יהודה,,https://wikidata.org/wiki/Q380425,, 
m35745.txt,35745,https://benyehuda.org/read/35745,Take&Parse,אגרות CCCII עד CCCXX,אגרות CCCII עד CCCXX,letters,he,,2022-10-31,שמואל דוד לוצטו,[145],804,1891-07-01,['male'],[],public_domain,enlightenment,,,benyehuda.org,פרויקט בן-יהודה,"תרנ""א 1891",https://wikidata.org/wiki/Q1391533,,קראקוב: שאלתיאל אייזיק גרֶאבּער
m61552.txt,61552,https://benyehuda.org/read/61552,Take&Parse,אגרות CCCLXIV עד CCCLXXVI,אגרות CCCLXIV עד CCCLXXVI,letters,he,,2025-09-04,שמואל דוד לוצטו,[145],991,1891-07-01,['male'],[],public_domain,enlightenment,,,benyehuda.org,פרויקט בן-יהודה,"תרנ""א 1891",https://wikidata.org/wiki/Q1391533,,קראקוב: שאלתיאל אייזיק גראבר
m34543.txt,34543,https://benyehuda.org/read/34543,Take&Parse,אגרות CCCXXI עד CCCXXVIII,אגרות CCCXXI עד CCCXXVIII,letters,he,,2022-09-03,שמואל דוד לוצטו,[145],646,1891-07-01,['male'],[],public_domain,enlightenment,,,benyehuda.org,פרויקט בן-יהודה,"תרנ""א 1891",https://wikidata.org/wiki/Q1391533,,קראקוב: שאלתיאל אייזיק גראבר
